cui,nombre_pip,monto_inversion,monto_actualizado,fecha_ultimamodificacion
2186896,"AMPLIACION, MEJORAMIENTO DEL MERCADO DE ABASTOS EN EL CENTRO POBLADO DE MARANURA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 6,785,365.00","S/. 5,937,270.75",27/12/2021 02:43:48 p.m.
2187017,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA CALLE MALAMPATA, ENTRE LAS CALLES RAQUEL Y RVDO PADRE MANYA DE LA ZONA DE AMORTIGUAMIENTO DEL CENTRO HISTORICO, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 1,659,773.00","S/. 2,404,360.16",22/09/2021 01:11:20 p.m.
2187104,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y  PEATONAL DE LA INTERCONEXIÓN ENTRE LA  CALLE N° 10 Y LA AV. LA UNIÓN DEL PP.JJ. CHOCCO, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 982,204.15","S/. 1,242,136.72",16/02/2022 11:53:24 a.m.
2187170,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE NIVEL INICIAL EN LA I.E. N 373, DE LA COMUNIDAD NATIVA DE SHIVANKORENI - BAJO URUBAMBA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 4,879,507.00","S/. 6,297,990.32",03/05/2018 05:28:43 p.m.
2187174,"MEJORAMIENTO DE LAS MEDIDAS DE MANEJO FITOSANITARIO DE LA ROYA AMARILLA DEL CAFETO EN LA ZONAL PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,988,240.00","S/. 5,989,796.61",11/09/2018 04:19:46 p.m.
2187175,"MEJORAMIENTO DE LOS MÉTODOS DE CONTROL  DE LA ROYA AMARILLA DEL CAFETO EN LA ZONAL IVOCHOTE, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,983,514.00","S/. 7,692,571.49",16/02/2022 04:54:08 p.m.
2187176,"MEJORAMIENTO DE LA PRODUCCION DEL CULTIVO DE PLATANO EN LA ZONAL DE KEPASHIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,975,894.00","S/. 6,119,524.25",17/08/2021 10:30:23 a.m.
2187177,"MEJORAMIENTO DE LA PRODUCCION DEL CULTIVO DE PLATANO EN LA ZONAL DE IVOCHOTE, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,963,845.00","S/. 5,331,977.82",30/09/2021 05:17:43 p.m.
2187178,"MEJORAMIENTO DE LAS PRACTICAS DE MANEJO FITOSANITARIO DE LA ROYA AMARILLA DEL CAFETO EN LA ZONAL DE KEPASHIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,935,692.00","S/. 5,914,310.56",30/09/2021 03:48:58 p.m.
2187179,"MEJORAMIENTO DE LA CAPACIDAD PRODUCTIVA DE LOS PRODUCTORES DE ARROZ (ORYZA SATIVA)  DE LAS COMUNIDADES NATIVAS DE NUEVO MUNDO, NUEVA VIDA, NUEVA LUZ, MIARIA, SENSA Y MISHAHUA, DE LA ZONAL BAJO URUBAMBA , DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 6,567,555.00","S/. 10,130,979.67",26/01/2022 10:59:16 a.m.
2187180,"MEJORAMIENTO DE LA CAPACIDAD PRODUCTIVA DE LOS PRODUCTORES DE ARROZ (ORYZA SATIVA) DE LAS COMUNIDADES NATIVAS DE CAMANA, PUERTO HUALLANA Y MAYAPO, DE LA ZONAL BAJO URUBAMBA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 5,145,630.00","S/. 8,491,026.28",16/11/2021 08:58:42 a.m.
2187186,"CONSTRUCCION DEL CAMINO VECINAL KM 21 ALTO PUGUIENTIMARI - NUEVA GENERACION C.P.M. KEPASHIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 27,251,677.00","S/. 28,807,436.31",19/01/2022 10:13:48 p.m.
2187192,"CONSTRUCCION DE LA TROCHA CARROZABLE CIGAKIATO - CIGAKIATO BAJO DE D=2.031KM ZONAL KEPASHIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 1,229,822.00","S/. 1,223,973.36",
2187214,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS EN LOS SECTORES DE SECTORES DE PHOQRAYPATA, TINKUNA PATA, PUKA PUKA, URINSAYA HUASCA Y ATOQTOQLLA DE LA C.C. HUASCA, DISTRITO DE COLQUEMARCA, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 1,592,021.00","S/. 1,740,643.74",
2187215,"INSTALACION DEL SISTEMA DE RIEGO PRESURIZADO  EN LOS SECTORES DE COCABAMBILLA, PAN DE AZUCAR, PAMPA CONCEPCION Y SAJIRUYOC, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 34,919,709.00","S/. 31,097,044.65",16/02/2022 05:07:43 p.m.
2187314,"MEJORAMIENTO DE LAS CAPACIDADES TÉCNICO PRODUCTIVAS EN LA CRIANZA DE TRUCHAS EN 08 SECTORES; ALTO MATERIATO,TUCANTINAS,ALTO PIGUIATO, ALTO KORIBENI, COPACABANA, ALTO UNION, ALTO CIRIALO Y SAN ANTONIO EN LA ZONAL DE PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 7,996,604.00","S/. 4,468,350.67",16/11/2021 03:14:13 p.m.
2187343,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE SANEAMIENTO BASICO INTEGRAL  EN EL SECTOR DE BEATRIZ BAJA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 2,292,448.00","S/. 1,544,166.90",27/12/2021 12:17:31 p.m.
2187347,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE SANEAMIENTO BASICO INTEGRAL EN EL SECTOR DE CHINCHE - CHAQUIMAYO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 1,345,831.00","S/. 1,674,253.42",18/10/2018 03:35:51 p.m.
2187433,"MEJORAMIENTO DE LOS SERVICIOS DE LA OFICINA MUNICIPAL DE ATENCION A LA PERSONA CON DISCAPACIDAD EN EL ., DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,432,415.00",S/. 0.00,
2187683,"INSTALACION DEL SERVICIO DE ZONIFICACIÓN ECOLOGICA ECONOMICA  Y ORDENAMIENTO TERRITORIAL, DISTRITO DE SANTA TERESA - LA CONVENCION - CUSCO","S/. 3,963,461.00","S/. 3,680,303.76",01/10/2021 02:02:09 p.m.
2187691,"MEJORAMIENTO DE LA CAPACIDAD PRODUCTIVA DE LOS PRODUCTORES DE ARROZ (ORYZA SATIVA) ) DE LAS COMUNIDADES NATIVAS DE CHOCORIARI, TIMPIA, SABABANTIARI, KUWAY, KITAPARAY Y SARINGABENI DE LA ZONAL BAJO URUBAMBA , DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 5,770,992.00","S/. 10,977,453.95",30/09/2021 07:35:44 p.m.
2187692,"MEJORAMIENTO Y APROVECHAMIENTO INTEGRAL DE PARCELAS PRODUCTIVAS EN LOS SECTORES DE CHAHUARES, ILLAPANI, VIRACOCHASI, AGUAS CALIENTES Y SANIRIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 8,856,217.00","S/. 5,693,171.06",06/12/2018 11:37:59 a.m.
2187702,"INSTALACION DEL SISTEMA DE RIEGO PRESURIZADO EN EL SECTOR DE BELEMPATA - CHUPIMAYO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,799,728.00","S/. 11,410,343.93",28/12/2021 04:01:42 p.m.
2188444,"MEJORAMIENTO Y  AMPLIACION DE LOCAL DE USOS MULTIPLE Y SERVICIOS COMPLEMENTARIOS PARA LA COMUNIDAD NATIVA DE KASHIRIARI, ZONAL BAJO URUBAMBA SUR, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 3,139,666.00","S/. 3,857,952.93",
2188445,"MEJORAMIENTO Y AMPLIACION DE LOCAL DE USO MULTIPLE Y SERVICIOS COMPLEMENTARIOS PARA LA CC. NN.  DE PUERTO HUALLANA, ZONAL BAJO URUBAMBA SUR, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 4,607,917.00","S/. 5,062,013.26",14/11/2018 11:53:02 a.m.
2188446,"INSTALACION DE LOCAL DE USOS MULTIPLE Y SERVICIOS COMPLEMENTARIOS PARA LA COMUNIDAD NATIVA DE SABABANTIARI, ZONAL BAJO URUBAMBA SUR, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,468,164.00","S/. 4,270,161.88",27/02/2018 11:23:57 a.m.
2188447,"INSTALACION DEL  LOCAL DE USO MULTIPLE Y SERVICIOS COMPLEMENTARIOS EN EL ASENTAMIENTO HUMANO RURAL DE KITAPARAY ZONAL BAJO URUBAMBA SUR, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,305,986.00","S/. 2,861,641.58",
2188456,"INSTALACION DE LOSA MULTIDEPORTIVA EN  LA COMUNIDAD  NATIVA DE NUEVA VIDA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 369,622.58","S/. 532,451.25",29/10/2019 12:15:58 p.m.
2188461,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. PRIMARIA N 64453 - CC. NN. MAYAPO - BAJO URUBAMBA SUR, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 13,176,345.00","S/. 13,728,910.29",30/09/2021 08:48:17 p.m.
2188462,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E. N 50847 DE SANGOBATEA - ZONAL KITENI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 4,689,183.00","S/. 4,867,587.68",30/09/2021 12:53:41 p.m.
2188463,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS PARA EL INCREMENTO DE LOS LOGROS DE APRENDIZAJE EN EL ÁREA DE COMUNICACIÓN DE LOS ALUMNOS DE EDUCACIÓN PRIMARIA EN LAS II.EE. DE LA ZONAL NORTE DEL BAJO URUBAMBA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 3,613,744.00","S/. 5,177,251.40",30/09/2021 08:07:00 p.m.
2188464,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I. E. NIVEL PRIMARIO COMUNIDAD DE TINTINIQUIATO 501115, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 5,470,262.00","S/. 5,125,343.80",30/09/2021 12:00:09 p.m.
2188469,"MEJORAMIENTO DEL SERVICIO EDUCATIVO PARA ELEVAR LOGROS DE APRENDIZAJE DE ALUMNOS DEL NIVEL PRIMARIO EN EL ÁREA DE MATEMÁTICA DE LAS II.EE. DE LA ZONAL SUR DEL BAJO URUBAMBA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,511,844.00","S/. 3,363,343.97",06/09/2019 11:27:52 a.m.
2188480,"INSTALACION DE LOCAL DE USO MULTIPLE Y SERVICIOS COMPLEMENTARIOS EN EL ASENTAMIENTO RURAL DE TUPAC AMARU, ZONAL BAJO URUBAMBA SUR, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,697,704.00","S/. 3,526,635.30",
2188482,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL PUESTO DE SALUD DE KORIBENI EN LA ZONAL DE PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 7,488,301.00","S/. 6,577,015.58",11/02/2022 10:38:45 a.m.
2188490,"INSTALACION DEL SERVICIO DE SANEAMIENTO BASICO INTEGRAL DE LOS SECTORES DE ROSARIO MAYO, PACAHUASI E ICHUPAMPA BAJA DE LA ZONAL DE ECHARATE, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 1,416,344.00","S/. 1,027,298.73",04/08/2016 11:06:03 a.m.
2188493,"INSTALACION DEL SISTEMA DE SANEAMIENTO BÁSICO INTEGRAL EN LA COMUNIDAD DE CHAPO SANATARIATO BAJO - ZONAL PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,292,149.00","S/. 1,579,078.61",30/09/2021 02:59:36 p.m.
2188495,"INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD DE ROSALINAS ZONAL PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 8,464,130.00","S/. 6,034,831.38",11/02/2022 04:21:34 p.m.
2189111,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES SIN NOMBRE ENTRE LA APV ALTO MISTI Y MAMELON DEL SUR DEL, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 541,391.60",S/. 0.00,
2189303,"INSTALACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO TECNIFICADO EN EL SECTOR DE TUNQUIPATA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 1,364,454.00","S/. 1,763,320.75",05/04/2018 11:17:48 a.m.
2189622,"MEJORAMIENTO DE LAS CONDICIONES SALUDABLES EN LAS UNIDADES FAMILIARES EN LOS SECTORES DE YURACMAYO-RAMOSPATA,MESADA,CHULLO,TUNQUIPATA,MOYOMONTE ALTO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 380,363.03","S/. 408,885.85",28/05/2018 11:53:44 a.m.
2189766,"INSTALACION DEL SISTEMA DE RIEGO POR ASPERCION EN EL SECTOR DE NASACCARA DE LA C.C. DE ALCCAVICTORIA, DISTRITO DE VELILLE - CHUMBIVILCAS - CUSCO","S/. 440,896.01","S/. 907,137.92",22/09/2021 01:04:05 p.m.
2189796,"MEJORAMIENTO DE LAS CONDICIONES SALUDABLES EN LAS UNIDADES FAMILIARES EN LOS SECTORES DE UCHUMAYO, PLATANAL, COCHAPATA, PLAYA SAHUAYACO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 406,372.59","S/. 452,700.71",28/05/2018 12:36:50 p.m.
2189961,"CONSTRUCCION DE PISTAS Y VEREDAS EN EL SECTOR CIRO ALEGRIA DE PICHARI, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 8,910,183.00","S/. 6,266,728.61",27/10/2020 04:13:38 p.m.
2190156,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES Y PASAJES DE LA QUINTA ETAPA - HUMUTO DEL CENTRO POBLADO DE HUYRO, DISTRITO DE HUAYOPATA - LA CONVENCION - CUSCO","S/. 1,466,970.00","S/. 1,290,729.87",11/02/2021 07:02:33 p.m.
2190223,"RECUPERACION Y CONCLUSION DEL MONUMENTO VIRREYNAL RELIGIOSO TEMPLO SAN PEDRO APOSTOL DISTRITO DE QUIQUIJANA, PROVINCIA QUISPICANCHI, DEPARTAMENTO CUSCO.","S/. 3,957,930.00","S/. 7,588,662.57",12/12/2017 02:37:30 p.m.
2190224,"RECUPERACION DEL MONUMENTO VIRREINAL RELIGIOSO TEMPLO SANTA CATALINA DE MARCACONGA DISTRITO DE SANGARARA, PROVINCIA ACOMAYO, DEPARTAMENTO CUSCO","S/. 8,801,494.00","S/. 9,361,997.94",07/12/2020 08:29:08 p.m.
2190225,"RECUPERACION DEL MONUMENTO PRE HISPANICO SECTOR QOLQAS, DEL PARQUE ARQUEOLOGICO DE RAQCHI, DISTRITO DE SAN PEDRO, PROVINCIA DE CANCHIS, DEPARTAMENTO DE CUSCO","S/. 9,962,611.00","S/. 14,437,433.25",28/09/2021 09:48:08 p.m.
2190259,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES TRANSVERSALES 1, 2, 4, 6, 7 Y 8 ENTRE LAS MANZ. A-B-C-D-E-F-G-H DE LA APV. VIRGEN DEL ROSARIO, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 551,492.89","S/. 898,976.84",07/11/2019 08:21:58 a.m.
2190632,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA AV. ALBERTO RODRIGUEZ DE LA CIUDAD DE URUBAMBA, DISTRITO DE URUBAMBA, PROVINCIA DE URUBAMBA - CUSCO","S/. 1,124,596.10","S/. 1,353,273.75",30/09/2021 07:07:33 p.m.
2190639,"INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN EL SECTOR DE CCOLLOTAYOC, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,039,261.00","S/. 2,104,421.45",12/03/2018 12:20:33 p.m.
2190644,"INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD DE TUNKICHACA MARGEN IZQUIERDA Y MARGEN DERECHA, ZONAL KITENI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 4,552,880.00","S/. 2,555,619.70",22/05/2020 12:17:36 p.m.
2190646,"CONSTRUCCION DE PISTAS Y VEREDAS EN LA AV. CCATUN RUMI Y OVALO PRINCIPAL DEL CENTRO POBLADO DE CCATUN RUMI, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 4,680,783.00","S/. 6,968,287.83",29/09/2021 05:55:06 p.m.
2190647,"INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN LAS COMUNIDADES DE  CAPIROSHI,  SARUYACU, CUVIVARI  Y  KIMOSHIRINKANI DEL CENTRO POBLADO DE MANTARO, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 3,201,674.00","S/. 5,507,906.41",29/12/2021 04:10:03 p.m.
2190700,"MEJORAMIENTO DE LOS SERVICIOS DE LA PLAZA DE ARMAS DE LA LOCALIDAD DE MARANGANI , DISTRITO DE MARANGANI - PROVINCIA DE CANCHIS - REGIÓN CUSCO","S/. 2,340,655.00","S/. 1,770,145.42",24/09/2021 11:45:34 a.m.
2190702,CREACION DEL MERCADO DE ABASTOS EN EL CENTRO  POBLADO DE PUENTE CHAULLAY DEL DISTRITO DE MARANURA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,"S/. 803,365.79",S/. 0.00,
2190763,"AMPLIACION, MEJORAMIENTO DE LOS SERVICIOS DE INFORMACION Y COMUNICACION RADIAL Y TELEVISIVA EN EL AMBITO DISTRITAL, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO","S/. 414,716.78","S/. 737,760.97",30/09/2021 08:28:26 a.m.
2190768,"MEJORAMIENTO DEL SERVICIO DE ORNATO DE PARQUES Y JARDINES DE LA CIUDAD DE URUBAMBA, DEL DISTRITO DE URUBAMBA, PROVINCIA DE URUBAMBA - CUSCO","S/. 1,260,525.00","S/. 1,633,054.77",20/09/2019 08:59:40 a.m.
2191015,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE EDUCACIÓN SECUNDARIA EN LAS I.E BARTOLOMÉ HERRERA - PUERTO MAYO, I.E N 38968 - QUISTO CENTRAL Y LA I.E N 501345 -  CATARATA, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 7,893,351.00","S/. 9,916,123.68",29/09/2021 05:59:10 p.m.
2191022,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION PRIMARIA DE LA I.E. 501119 EN LA COMUNIDAD DE  CCOLCCA DEL, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 2,053,873.00","S/. 1,699,897.98",30/09/2021 05:12:47 p.m.
2191092,"INSTALACION DE LA LOSA DEPORTIVA EN EL SECTOR DE MANDOR ALTO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 586,756.18","S/. 539,890.91",08/04/2021 06:10:09 p.m.
2191272,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO  DE AGUA POTABLE, BAÑOS CON ARRASTRE HIDRAULICO Y CAPACITACION EN LOS SECTORES ILLATUYO - SAYTA Y QUECHA AUCHO DE LA C.C. DE AUCHO LIVITACA, CHUMBIVILCAS - CUSCO, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO","S/. 3,888,324.00","S/. 11,036,218.14",29/09/2021 11:32:31 a.m.
2191339,"MEJORAMIENTO DE LOS ESPACIOS DEPORTIVOS EN EL LOCAL DE LA PISCINA MUNICIPAL DEL, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 1,285,768.00","S/. 4,798,798.96",06/03/2020 03:12:19 p.m.
2191625,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA ASOCIACION PRO VIVIENDA LA MOLINA, DISTRITO SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 501,147.15","S/. 700,582.41",
2191626,"MEJORAMIENTO, AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN LA I.E. N 50014 TANKARPATA SECTOR TANKARPATA, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 2,416,284.00","S/. 5,854,482.43",29/09/2021 09:36:41 p.m.
2191778,"MEJORAMIENTO DE LA OFERTA DE LOS SERVICIOS EDUCATIVOS  DE LA IE DE NIVEL PRIMARIO N 50984 DE ALTO UNION - PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,873,151.00","S/. 3,440,912.18",06/11/2020 11:31:00 p.m.
2191785,"MEJORAMIENTO Y AMPLIACION DEL MERCADO MUNICIPAL DE PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,614,743.00","S/. 9,168,936.78",23/09/2020 03:39:22 p.m.
2191845,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA EL SECTOR DE ALTO QOSQO DISTRITO SAN SEBASTIAN - PROVINCIA DEL CUSCO,"S/. 34,361,450.00","S/. 55,717,654.88",30/09/2021 02:47:56 p.m.
2191847,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LOS PASAJES HUARANGO, SAUCO, RETAMA, ROMERO, ÑUJCHU, ROQES, AGUAYMANTO Y CHACHACOMO DE LA APV AGUA BUENA DEL, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 469,185.35","S/. 600,238.30",29/09/2021 09:11:14 p.m.
2191907,"INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y SISTEMA DE LETRINAS EN EL SECTOR POTRERO DE LA COMUNIDAD CAMPESINA DE BELLAVISTA DEL , DISTRITO DE YANATILE - CALCA - CUSCO","S/. 948,039.21","S/. 986,256.69",23/05/2016 09:42:26 a.m.
2191908,"MEJORAMIENTO DEL CAMINO VECINAL  DESVIÓ CARRETERA QUEBRADA - VERSALLES KM 06+200 AL  SECTOR UNIÓN HUAYNA CCAPAC KM 03+900 Y CONSTRUCCIÓN DEL CAMINO VECINAL ENTRE EL SECTOR UNIÓN HUAYNA CCAPAC Y SECTOR VAQUERÍA, COMUNIDAD CAMPESINA DE MOYOMONTE, DISTRITO DE YANATILE - CALCA - CUSCO","S/. 934,689.00","S/. 1,190,781.69",19/04/2016 09:02:06 a.m.
2191910,"CREACION DEL CENTRO INTEGRAL DE ATENCION AL ADULTO MAYOR EN PICHARI CAPITAL, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 4,824,721.00","S/. 3,748,156.71",29/09/2021 09:23:14 a.m.
2191913,"CONSTRUCCION DE PISTAS Y VEREDAS EN EL SECTOR MARISCAL CÁCERES, EN PICHARI CAPITAL, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 5,215,887.00","S/. 4,383,939.46",31/05/2019 11:43:14 a.m.
2191984,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE SOÑAQUE, DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 5,426,612.00","S/. 4,889,399.52",30/09/2021 04:25:24 p.m.
2192054,"CREACION DEL PUENTE CARROZABLE INCATAMBO  SOBRE EL RIO LUCUMAYO, DISTRITO DE HUAYOPATA - LA CONVENCION - CUSCO","S/. 4,666,096.00","S/. 4,992,321.25",20/10/2021 08:40:30 a.m.
2192164,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL SECTOR INDUSTRIAL Y LA CAPITAL DEL CENTRO POBLADO DE TAHUANTINSUYO LOBO , DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 4,136,116.00","S/. 9,344,826.90",31/01/2022 03:33:57 p.m.
2192351,"AMPLIACION DEL SISTEMA DE RIEGO EN LA COMUNIDAD CAMPESINA DE ACCOCUNCA, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 1,344,528.00","S/. 2,328,500.56",29/10/2021 09:24:20 a.m.
2192357,"INSTALACION DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL SECTOR DE BARRIAL ALTA I ETAPA Y EN EL SECTOR CERRO PUCAMOCCO DE LA CIUDAD DE QUILLABAMBA DEL DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 3,618,579.00","S/. 4,580,166.70",19/12/2018 10:31:11 a.m.
2192440,"MEJORAMIENTO Y AMPLIACION  DEL MODULO DE LETRINAS  Y CONEXIONES  DOMICILIARIAS DE AGUA EN EL SECTOR  DE MANAHUAÑUNCA-HUAROHUAYCO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 944,861.65","S/. 994,155.60",27/12/2021 12:06:27 p.m.
2192469,"RECUPERACION DEL MURO PREHISPANICO DE ENCAUZAMIENTO EN LA ZONA ARQUEOLOGICA DE YUCAY, DISTRITO DE YUCAY, PROVINCIA DE URUBAMBA, DEPARTAMENTO DEL CUSCO","S/. 1,009,550.26","S/. 1,009,550.26",02/03/2021 08:33:12 a.m.
2192913,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS EN EL SECTOR DE HUISCAPAY DE LA COMUNIDAD DE PANTIPATA, DEL DISTRITO DE CHINCHAYPUJIO, PROVINCIA DE ANTA  CUSCO","S/. 427,517.04","S/. 578,213.24",25/05/2020 04:05:26 p.m.
2192979,MEJORAMIENTO INTEGRAL DE LA VIA EXPRESA DE LA CIUDAD DEL CUSCO: OVALO LOS LIBERTADORES - PUENTE COSTANERA - NODO DE VERSALLES,"S/. 347,244,873.00","S/. 324,011,616.12",15/03/2021 04:28:41 p.m.
2193164,"MEJORAMIENTO , AMPLIACIÓN  DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL  DEL SECTOR DE RUNTUBAMBA PARTE ALTA DEL  , DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO","S/. 1,659,518.00","S/. 2,398,290.26",
2193193,"CREACION DEL TERMINAL TERRESTRE EN EL DISTRITO DE VELILLE, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 1,628,831.00","S/. 3,269,756.71",
2193204,"MEJORAMIENTO Y AMPLIACION DE LA GESTION INTEGRAL DE RESIDUOS SOLIDOS MUNICIPALES EN PICHARI CAPITAL Y 06 CENTROS POBLADOS, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 18,109,155.00",S/. 0.00,
