región,tipodeservicio,ndeinforme,entidad,títulodelinforme,evento,operativo,npersonasconpresuntarespons,tipoderesponsabilidad,fechaemisión,fechaconclusión,fechapublicación,informe,ficharesumen
ICA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,5778-2019-CG/GRIC-SCE,GOBIERNO REGIONAL ICA,Fortalecimiento de la Capacidad Resolutiva del Centro de Salud Alto Larán - Microred Pueblo Nuevo - Red Chincha - Pisco DIRESA Ica.,,,4,CIVIL ADMINISTRATIVO ENTIDAD,09/12/2019,13/12/2019,18/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL44500236_ADJUNTO.pdf 2019CPOL44500236,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL44500236.pdf
HUANCAVELICA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3244-2019-CG/GRHV-SCE,INSTITUTO VIAL PROVINCIAL DE CHURCAMPA,"CONTRATACIÓN Y EJECUCIÓN DE SERVICIOS PARA EL MANTENIMIENTO RUTINARIO DE VÍAS VECINALES DE LA PROVINCIA DE CHURCAMPA - HUANCAVELICA, EN EL MARCO DE LOS SALDOS DE TRANSFERENCIA DEL CONVENIO DE GESTIÓN N° 477-2017-MTC/21",,,2,PENAL ADMINISTRATIVO ENTIDAD,06/11/2019,29/11/2019,12/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL44600068_ADJUNTO.pdf 2019CPOL44600068,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL44600068.pdf
SAN MARTIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3961-2019-CG/GRSM-SCE,MUNICIPALIDAD PROVINCIAL DE SAN MARTIN,"Ampliaciones de plazo de la obra: Construcción del puente vehicular sobre el río Shilcayo intersección con el jr. Shapaja y el pasaje Los Bosques, distritos de Tarapoto y La Banda de Shilcayo, provincia de San Martín - San Martín",,,3,PENAL ADMINISTRATIVO ENTIDAD,21/11/2019,19/12/2019,24/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL45000174_ADJUNTO.pdf 2019CPOL45000174,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL45000174.pdf
AMAZONAS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3339-2019-CG/GRAM-SCE,MUNICIPALIDAD DISTRITAL DE HUAMBO-RODRIGUEZ DE MENDOZA,"Mejoramiento, creación de los sistemas de agua potable y saneamiento de las localidades de Huambo, Dipa - Sachabamba - Chontapampa - Dos Cruces - Escobar - Sargento - Zubiatepuquio - San Martín - Nuevo Horizonte, Distrito de Huambo - Rodríguez de Mendoza - Amazonas",,,2,PENAL ADMINISTRATIVO ENTIDAD,12/11/2019,12/11/2019,18/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL45200092_ADJUNTO.pdf 2019CPOL45200092,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL45200092.pdf
AMAZONAS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3950-2019-CG/GRAM-SCE,MUNICIPALIDAD PROVINCIAL DE BONGARA,Fijación de remuneración del alcalde y dietas de los regidores al margen de la normativa aplicable,,,25,CIVIL ADMINISTRATIVO ENTIDAD,20/11/2019,18/12/2019,24/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL45200096_ADJUNTO.pdf 2019CPOL45200096,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL45200096.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,5771-2019-CG/GRJU-SCE,MUNICIPALIDAD DISTRITAL DE ACOLLA,"Plazo de ejecución contractual de la obra: Mejoramiento del servicio educativo de nivel primario en la I. E. N° 30411 Pedro Tumialan Achachau en la Zona del Tercer Cuartel, distrito de Acolla - Jauja - Junín",,,4,PENAL ADMINISTRATIVO ENTIDAD,06/12/2019,06/12/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46000192_ADJUNTO.pdf 2019CPOL46000192,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46000192.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,5666-2019-CG/GRJU-SCE,MUNICIPALIDAD DISTRITAL DE MATAHUASI,"Proceso de selección y suscripción del contrato para la ejecución de la obra: Mejoramiento del sistema de riego en el distrito de Matahuasi, provincia de Concepción - Junín.",,,5,PENAL ADMINISTRATIVO ENTIDAD,29/11/2019,29/11/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46000193_ADJUNTO.pdf 2019CPOL46000193,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46000193.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,5840-2019-CG/GRJU-SCE,MUNICIPALIDAD DISTRITAL DE ATAURA,"Aprobación y ejecución del adicional de obra: Mejoramiento de los servicios educativos de la I.E. ° 30498 Gustavo Bullón Noroña de la localidad de Ataura, distrito de Ataura - Jauja - Junín",,,6,PENAL ADMINISTRATIVO ENTIDAD,13/12/2019,16/12/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46000194_ADJUNTO.pdf 2019CPOL46000194,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46000194.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,5890-2019-CG/GRJU-SCE,MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO,"Servicios no prestados y parcialmente prestados en la obra: ""Creación del parque de las aguas, en el barrio Tambo"", distrito de Santa Rosa de Sacco - Yauli - Junín",,,11,PENAL ADMINISTRATIVO ENTIDAD,16/12/2019,20/12/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46000195_ADJUNTO.pdf 2019CPOL46000195,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46000195.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,5638-2019-CG/GRJU-SCE,DIRECCION REGIONAL DE SALUD JUNÍN,Adquisición de tubo de rayos x para tomógrafo,,,6,PENAL ADMINISTRATIVO ENTIDAD,28/11/2019,29/11/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46000196_ADJUNTO.pdf 2019CPOL46000196,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46000196.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,4044-2019-CG/GRJU-SCE,MUNICIPALIDAD DISTRITAL DE PICHANAQUI,Proceso de Selección Adjudicación Directa Selectiva N° 35-2015-MDP/CEP,,,3,PENAL ADMINISTRATIVO ENTIDAD,26/11/2019,28/11/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46000197_ADJUNTO.pdf 2019CPOL46000197,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46000197.pdf
HUANUCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3930-2019-CG/GRHC-SCE,UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,PAGO DE INCENTIVOS LABORALES A SERVIDORES ADMINISTRATIVOS DE ENERO A NOVIEMBRE DE 2018,,,11,CIVIL ADMINISTRATIVO ENTIDAD,19/11/2019,16/12/2019,18/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46500192_ADJUNTO.pdf 2019CPOL46500192,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46500192.pdf
HUANUCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3317-2019-CG/GRHC-SCE,DIRECCIÓN REGIONAL DE SALUD HUÁNUCO,PAGO DE INCENTIVOS LABORALES A SERVIDORES ADMINISTRATIVOS DE ENERO A NOVIEMBRE 2018.,,,8,PENAL ADMINISTRATIVO ENTIDAD,08/11/2019,03/12/2019,13/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46500193_ADJUNTO.pdf 2019CPOL46500193,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46500193.pdf
HUANUCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3194-2019-CG/GRHC-SCE,MUNICIPALIDAD DISTRITAL DE HONORIA,Asignación de Pagos Excepcionales por Concepto de Desempeño de Función Pública Especializada a Gerentes y Subgerentes,,,17,PENAL ADMINISTRATIVO ENTIDAD,28/10/2019,10/12/2019,20/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46500197_ADJUNTO.pdf 2019CPOL46500197,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46500197.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,5802-2019-CG/GRUC-SCE,MUNICIPALIDAD DISTRITAL DE CURIMANA,Proceso de transferencia de gestión administración,,,3,PENAL ADMINISTRATIVO ENTIDAD,10/12/2019,17/12/2019,20/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL46600071_ADJUNTO.pdf 2019CPOL46600071,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL46600071.pdf
AREQUIPA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3322-2019-CG/GRAR-SCE,GOBIERNO REGIONAL AREQUIPA,"Servicio de Control Específico a hechos con presunta irregularidad ""Designación y aceptación en cargos de confianza de funcionarios y servidores públicos",,,7,PENAL ADMINISTRATIVO ENTIDAD,08/11/2019,26/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL47000230_ADJUNTO.pdf 2019CPOL47000230,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL47000230.pdf
AREQUIPA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3208-2019-CG/GRAR-SCE,MUNICIPALIDAD DISTRITAL DE SOCABAYA,"EJECUCIÓN DE LA PARTIDA JARDINERAS, CORRESPONDIENTE A LA OBRA: MEJORAMIENTO DE LA INFRAESTRUCTURA VEHICULAR Y PEATONAL EN EL PUEBLO JOVEN 04 DE OCTUBRE",,,3,PENAL ADMINISTRATIVO ENTIDAD,30/10/2019,28/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL47000231_ADJUNTO.pdf 2019CPOL47000231,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL47000231.pdf
AREQUIPA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3190-2019-CG/GRAR-SCE,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,Contratación de los servicios de alquiler de grúas y remolque vehicular,,,9,PENAL ADMINISTRATIVO ENTIDAD,28/10/2019,28/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL47000232_ADJUNTO.pdf 2019CPOL47000232,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL47000232.pdf
AREQUIPA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3214-2019-CG/GRAR-SCE,MUNICIPALIDAD DISTRITAL DE YANAHUARA,Proceso de Contratación del Jefe de la Unidad de Informática y ejercicio de la labor pública utilizando documentación falsa y sin cumplir con el perfil del puesto por el periodo de enero a julio de 2019.,,,6,PENAL ADMINISTRATIVO ENTIDAD,30/10/2019,28/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL47000233_ADJUNTO.pdf 2019CPOL47000233,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL47000233.pdf
AREQUIPA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3210-2019-CG/GRAR-SCE,MUNICIPALIDAD PROVINCIAL DE CASTILLA,"Servicio de Control Específico a Hechos con Presunta Irregularidad: ""Autorización para la declaratoria de viabilidad y ejecución de la obra: creación de pórtico de ingreso y puesta en valor, distrito de Aplao, provincia de Castilla - Arequipa""",,,5,CIVIL ADMINISTRATIVO ENTIDAD,30/10/2019,29/11/2019,06/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL47000234_ADJUNTO.pdf 2019CPOL47000234,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL47000234.pdf
TACNA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3361-2019-CG/GRTA-SCE,MUNICIPALIDAD DISTRITAL DE ESTIQUE,Informe de Control Específico: Desembolsos afectados al recurso Vigencia de Minas,,,3,PENAL ADMINISTRATIVO ENTIDAD,14/11/2019,15/11/2019,27/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL47500139_ADJUNTO.pdf 2019CPOL47500139,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL47500139.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3295-2019-CG/GRCU-SCE,MUNICIPALIDAD DISTRITAL DE CONDOROMA,"""Pago por obra no ejecutada"" Municipalidad Distrital de Condoroma, provincia de Espinar, Cusco",,,4,PENAL ADMINISTRATIVO ENTIDAD,07/11/2019,29/11/2019,04/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL48000295_ADJUNTO.pdf 2019CPOL48000295,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL48000295.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3371-2019-CG/GRCU-SCE,MUNICIPALIDAD DISTRITAL DE SAN JERÓNIMO - CUSCO,Proceso de verificación de información de legajo del personal de confianza,,,1,PENAL ADMINISTRATIVO ENTIDAD,14/11/2019,12/12/2019,24/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL48000304_ADJUNTO.pdf 2019CPOL48000304,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL48000304.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3926-2019-CG/GRCU-SCE,MUNICIPALIDAD DISTRITAL DE SAN JERÓNIMO - CUSCO,"Ejecución de partidas en el componente 1 del proyecto: Rehabilitación e implementación de la infraestructura municipal para el desarrollo de actividades socio culturales múltiples casa de la cultura, distrito de San Jerónimo - Cusco - Cusco",,,5,CIVIL ADMINISTRATIVO ENTIDAD,19/11/2019,13/12/2019,20/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL48000305_ADJUNTO.pdf 2019CPOL48000305,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL48000305.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,4095-2019-CG/GRCU-SCE,MUNICIPALIDAD PROVINCIAL DE CALCA,Recaudación por otorgamiento de licencias de conducir de vehículos menores,,,1,PENAL ADMINISTRATIVO ENTIDAD,28/11/2019,13/12/2019,24/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL48000308_ADJUNTO.pdf 2019CPOL48000308,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL48000308.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,4098-2019-CG/GRCU-SCE,MUNICIPALIDAD DISTRITAL DE OROPESA-QUISPICANCHI,"Negociación, aprobación y pagos efectuados derivados de pactos colectivos",,,11,CIVIL PENAL ADMINISTRATIVO ENTIDAD,28/11/2019,13/12/2019,24/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL48000309_ADJUNTO.pdf 2019CPOL48000309,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL48000309.pdf
MADRE DE DIOS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,5653-2019-CG/GRMD-SCE,MUNICIPALIDAD DISTRITAL DE HUEPETUHE,Proceso de transferencia de la gestión administrativa-Municipalidad Distrital de Huepetuhe,,,5,ADMINISTRATIVO ENTIDAD,29/11/2019,20/12/2019,26/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL48200090_ADJUNTO.pdf 2019CPOL48200090,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL48200090.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3221-2019-CG/GRAY-SCE,MUNICIPALIDAD DISTRITAL DE JESUS NAZARENO,"Servicio de Control Específico a hechos con presunta irregularidad a la Municipalidad Distrital de Jesús Nazareno, Huamanga-Ayacucho, obra ""Instalación de losa de recreación multiuso en la Comunidad de Totora, distrito de Jesús Nazareno - Huamanga - Ayacucho""",,,4,PENAL ADMINISTRATIVO ENTIDAD,30/10/2019,27/11/2019,10/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49000122_ADJUNTO.pdf 2019CPOL49000122,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49000122.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3380-2019-CG/GRAY-SCE,MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,"Adicional - deductivo vinculante y ampliación de plazo de la obra: Mejoramiento y ampliación de servicios de los sistemas de agua potable alcantarillado y planta de tratamiento de aguas residuales en la localidad de Llusita, distrito de Huancaraylla - Victor Fajardo - Ayacucho",,,5,PENAL ADMINISTRATIVO ENTIDAD,15/11/2019,06/12/2019,13/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49000123_ADJUNTO.pdf 2019CPOL49000123,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49000123.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,4041-2019-CG/GRAY-SCE,MUNICIPALIDAD DISTRITAL DE CHUMPI,"Obra ""Creación de pistas y veredas de las principales calles y jirones del distrito de Chumpi, provincia de Parinacochas - Ayacucho"".",,,5,PENAL ADMINISTRATIVO ENTIDAD,25/11/2019,10/12/2019,18/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49000125_ADJUNTO.pdf 2019CPOL49000125,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49000125.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3922-2019-CG/GRLIB-SCE,MUNICIPALIDAD DISTRITAL EL PORVENIR - TRUJILLO,"Conformidad y pago de los informes quincenales de valorización del servicio de elaboración de Ficha Técnica Definitiva y ejecución de limpieza, descolmatación y roca al volteo de la quebrada San Idelfonso en el distrito de El Porvenir, Trujillo- La Libertad",,,4,PENAL ADMINISTRATIVO ENTIDAD,19/11/2019,13/12/2019,26/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49500307_ADJUNTO.pdf 2019CPOL49500307,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49500307.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3947-2019-CG/GRLIB-SCE,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA-TRUJILLO,Proceso de selección y ejecución de Adjudicación Simplificada n.° 015-2018-MDE - Municipalidad Distrital de La Esperanza,,,6,PENAL ADMINISTRATIVO ENTIDAD,20/11/2019,16/12/2019,26/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49500313_ADJUNTO.pdf 2019CPOL49500313,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49500313.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3976-2019-CG/GRLIB-SCE,MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA,"Designación de funcionarios públicos en cargos de confianza en la Municipalidad Distrital de Florencia de Mora, Trujillo, La Libertad",,,13,PENAL ADMINISTRATIVO ENTIDAD,21/11/2019,16/12/2019,27/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49500315_ADJUNTO.pdf 2019CPOL49500315,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49500315.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3972-2019-CG/GRLIB-SCE,MUNICIPALIDAD PROVINCIAL DE SÁNCHEZ CARRIÓN - HUAMACHUCO,"""DESIGNACIÓN DE FUNCIONARIOS Y ENCARGOS DE SERVIDORES PÚBLICOS EN CARGOS DE CONFIANZA""",,,7,ADMINISTRATIVO ENTIDAD,21/11/2019,17/12/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49500320_ADJUNTO.pdf 2019CPOL49500320,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49500320.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3959-2019-CG/GRLIB-SCE,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA-TRUJILLO,Pagos a funcionarios de confianza y directivos por concepto de aguinaldos,,,13,CIVIL ADMINISTRATIVO ENTIDAD,20/11/2019,17/12/2019,26/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49500321_ADJUNTO.pdf 2019CPOL49500321,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49500321.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,3966-2019-CG/GRLIB-SCE,PROYECTO ESPECIAL CHAVIMOCHIC,"""CÁLCULO DEL MONTO REEMBOLSABLE POR OBRA DE ELECTRIFICACIÓN""",,,5,CIVIL ADMINISTRATIVO ENTIDAD,21/11/2019,13/12/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49500327_ADJUNTO.pdf 2019CPOL49500327,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49500327.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,4030-2019-CG/GRLIB-SCE,MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO,Procedimiento de Contratación Pública Especial n.° 001-2019-MPSCH-CS Primera Convocatoria,,,3,ADMINISTRATIVO ENTIDAD,22/11/2019,19/12/2019,30/12/2019,https://s3.amazonaws.com/spic-informes-publicados/informes/2019/12/2019CPOL49500336_ADJUNTO.pdf 2019CPOL49500336,https://s3.amazonaws.com/spic-informes-publicados/resumen/2019/12/2019CPOL49500336.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,033-2019-2-0010,BANCO DE LA NACIÓN,Suministro de información protegida de cuenta bancaria de cliente y modificación de la situación de dicha cuenta de activa a vigilada,,,1,ADMINISTRATIVO ENTIDAD,04/12/2019,04/12/2019,13/01/2020,https://s3.amazonaws.com/spic-informes-publicados/informes/2020/01/2019CPO001000069_ADJUNTO.pdf 2019CPO001000069,https://s3.amazonaws.com/spic-informes-publicados/resumen/2020/01/2019CPO001000069.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,046-2019-2-0052,MINISTERIO DE DESARROLLO AGRARIO Y RIEGO,Ejecución del contrato nº 02-2018-Minagri-SG/OGA-OAP del servicio de elaboración del sistema de información de indicadores de la Dirección General de Seguimiento y Evaluación de Políticas (DGESEP) del Ministerio de Agricultura y Riego,,,2,PENAL ADMINISTRATIVO ENTIDAD,10/12/2019,11/12/2019,20/01/2020,https://s3.amazonaws.com/spic-informes-publicados/informes/2020/01/2019CPO005200053_ADJUNTO.pdf 2019CPO005200053,https://s3.amazonaws.com/spic-informes-publicados/resumen/2020/01/2019CPO005200053.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,047-2019-2-0052,MINISTERIO DE DESARROLLO AGRARIO Y RIEGO,"Contrataciones de servicios de pruebas de monitoreo ambiental para la ejecución de la obra: Mejoramiento de sistemas de riego en la sub cuenca del río, distrito de Ambo, Pillcomarca, Tomaykichwa y Huánuco, provincia de Ambo y Huánuco, departamento de Huánuco",,,4,ADMINISTRATIVO ENTIDAD,11/12/2019,11/12/2019,20/01/2020,https://s3.amazonaws.com/spic-informes-publicados/informes/2020/01/2019CPO005200054_ADJUNTO.pdf 2019CPO005200054,https://s3.amazonaws.com/spic-informes-publicados/resumen/2020/01/2019CPO005200054.pdf
